intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",83.0571975708
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",77.127532959
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",85.6137390137
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",84.2917404175
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",68.0243377686
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",81.8796539307
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",65.9043273926
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",93.8949203491
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",44.6760292053
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",70.2850112915
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",83.2133636475
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",61.5061683655
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",97.3198547363
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",80.9529953003
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",87.9414291382
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",79.7642745972
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",38.9827842712
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",77.7264175415
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",83.5547409058
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",73.3043518066
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",84.2560577393
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",80.9529953003
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",72.8627471924
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",82.4302139282
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",79.4452667236
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",77.065612793
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",86.8024597168
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",69.2130584717
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",79.7535095215
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",84.602684021
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",76.3620376587
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",81.4339447021
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",77.065612793
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",86.2042770386
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",80.9529953003
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",82.4765548706
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",78.0296783447
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",71.7331008911
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",86.4175643921
